"package","firstDownload","lastDownload","totalDownloads"
"TraMineRextras","2015-07-23","2016-10-02",3776
"TRAMPR","2016-06-09","2016-10-02",631
"transcribeR","2015-08-04","2016-10-02",2654
"TransferEntropy","2016-04-26","2016-10-02",782
"translate","2014-07-16","2016-10-02",4249
"translateR","2014-07-09","2016-10-02",7427
"translateSPSS2R","2015-06-23","2016-10-02",2476
"translation.ko","2015-07-02","2016-10-02",2402
"TransModel","2015-07-25","2016-10-02",2289
"TransP","2016-02-13","2016-10-02",933
"transport","2016-02-25","2016-10-02",1255
"tranSurv","2016-07-19","2016-10-02",264
"trapezoid","2013-01-01","2016-10-02",10565
"TRD","2015-11-11","2016-10-02",1838
"TreatmentSelection","2016-01-15","2016-10-02",1557
"treatSens","2016-02-05","2016-10-02",1285
"tree","2016-01-21","2016-10-02",77169
"treebase","2016-09-05","2016-10-02",507
"TreeBUGS","2016-09-15","2016-10-02",95
"treeclim","2016-09-03","2016-10-02",356
"treeClust","2016-07-14","2016-10-02",893
"treecm","2015-12-15","2016-10-02",1656
"treeHFM","2016-09-19","2016-10-02",94
"treelet","2015-02-12","2016-10-02",4287
"treeman","2016-04-18","2016-10-02",458
"treemap","2016-03-26","2016-10-02",12222
"TreePar","2015-01-02","2016-10-02",8146
"treeperm","2015-04-22","2016-10-02",2574
"treeplyr","2016-06-24","2016-10-02",487
"treescape","2016-09-29","2016-10-02",53
"TreeSim","2015-10-05","2016-10-02",5113
"TreeSimGM","2014-07-25","2016-10-02",5960
"treethresh","2016-05-25","2016-10-02",656
"trelliscope",NA,"2016-10-02",0
"trelloR","2016-09-23","2016-10-02",46
"trend","2016-05-14","2016-10-02",2515
"TrendInTrend","2016-06-06","2016-10-02",409
"TrialSize","2013-06-03","2016-10-02",10506
"triangle","2016-01-21","2016-10-02",7401
"trib","2015-08-14","2016-10-02",2034
"triebeard","2016-08-05","2016-10-02",5633
"trifield","2012-11-01","2016-10-02",7589
"TriMatch","2016-02-26","2016-10-02",1438
"trimcluster","2012-11-01","2016-10-02",168611
"trimr","2015-08-28","2016-10-02",2259
"trimTrees","2014-08-15","2016-10-02",5054
"trioGxE","2013-04-04","2016-10-02",7173
"trip","2015-05-21","2016-10-02",7498
"tripack","2015-09-01","2016-10-02",26273
"tripEstimation","2016-01-31","2016-10-02",2959
"TripleR","2016-07-21","2016-10-02",803
"TROM","2015-06-26","2016-10-02",2708
"TropFishR","2016-09-10","2016-10-02",153
"trotter","2014-09-21","2016-10-02",4272
"TRSbook","2014-11-05","2016-10-02",4546
"trueskill","2013-05-23","2016-10-02",6460
"TruncatedNormal","2015-11-10","2016-10-02",1710
"truncdist","2016-08-30","2016-10-02",2623
"truncgof","2012-12-27","2016-10-02",10267
"truncnorm","2014-01-21","2016-10-02",110005
"truncreg","2016-08-03","2016-10-02",4021
"truncSP","2014-05-05","2016-10-02",6123
"trust","2015-07-04","2016-10-02",30610
"trustOptim","2015-02-04","2016-10-02",5344
"TSA","2012-11-13","2016-10-02",137893
"tsallisqexp","2015-07-20","2016-10-02",3071
"tsbridge","2014-05-23","2016-10-02",5475
"tsBSS","2016-09-06","2016-10-02",156
"tsbugs","2013-02-25","2016-10-02",11258
"tsc","2015-01-07","2016-10-02",3778
"TSclust","2014-11-18","2016-10-02",17256
"TScompare","2015-05-01","2016-10-02",3403
"tscount","2016-05-13","2016-10-02",1677
"TSdata","2016-08-26","2016-10-02",295
"TSdbi","2015-12-16","2016-10-02",3999
"TSdist","2016-05-14","2016-10-02",1891
"tsDyn","2016-05-22","2016-10-02",4546
"tseries","2016-05-02","2016-10-02",182463
"tseriesChaos","2013-04-29","2016-10-02",30592
"tseriesEntropy","2015-07-04","2016-10-02",3788
"tsfa","2015-05-01","2016-10-02",9837
"TSfame","2015-04-30","2016-10-02",3938
"TSHRC","2013-03-31","2016-10-02",9840
"tsintermittent","2016-03-10","2016-10-02",41774
"TSMining","2015-06-26","2016-10-02",4335
"TSmisc","2016-08-26","2016-10-02",254
"tsModel","2013-06-24","2016-10-02",13604
"TSMySQL","2015-04-30","2016-10-02",2934
"tsna","2016-03-25","2016-10-02",3959
"tsne","2016-07-15","2016-10-02",5297
"TSodbc","2015-04-30","2016-10-02",4040
"tsoutliers","2016-07-07","2016-10-02",2550
"TSP","2016-02-22","2016-10-02",62597
"Tsphere","2012-11-01","2016-10-02",8393
"tsPI","2016-03-17","2016-10-02",1455
"tspmeta","2015-07-08","2016-10-02",2892
"TSPostgreSQL","2015-04-30","2016-10-02",4023
"TSPred","2015-04-08","2016-10-02",3687
"TSS.RESTREND","2016-09-26","2016-10-02",31
"TSsdmx","2016-08-26","2016-10-02",231
"TSsql","2015-04-30","2016-10-02",3610
"TSSQLite","2015-04-30","2016-10-02",4154
"TSTr","2015-11-02","2016-10-02",1734
"TSTutorial","2013-12-24","2016-10-02",10431
"TTAinterfaceTrendAnalysis","2016-09-07","2016-10-02",163
"ttbbeer","2016-08-01","2016-10-02",248
"TTCA","2016-06-20","2016-10-02",379
"tth","2016-04-15","2016-10-02",1374
"TTmoment","2015-05-16","2016-10-02",3339
"TTR","2016-03-21","2016-10-02",162981
"TTS","2015-09-26","2016-10-02",2133
"ttScreening","2014-11-14","2016-10-02",4645
"tttplot","2016-03-29","2016-10-02",669
"ttutils","2012-10-06","2016-10-02",10025
"ttwa","2013-09-08","2016-10-02",6627
"tuber","2016-08-05","2016-10-02",387
"tufte","2016-02-07","2016-10-02",17359
"tufterhandout","2015-01-27","2016-10-02",5338
"TukeyC","2014-08-19","2016-10-02",8233
"tumblR","2015-03-25","2016-10-02",4059
"tumgr","2016-02-04","2016-10-02",1396
"TunePareto","2014-03-30","2016-10-02",8213
"tuneR","2016-09-16","2016-10-02",1000
"tuple","2014-10-31","2016-10-02",4592
"turboEM","2014-08-29","2016-10-02",5909
"turfR","2014-12-02","2016-10-02",4790
"turner","2014-02-17","2016-10-02",13306
"TurtleGraphics","2014-10-07","2016-10-02",5888
"tutorial","2016-09-13","2016-10-02",127
"TUWmodel","2016-09-13","2016-10-02",157
"tvd","2014-08-13","2016-10-02",4410
"tvm","2015-08-21","2016-10-02",4366
"twang","2016-04-29","2016-10-02",1632
"tweedie","2014-06-06","2016-10-02",30367
"tweenr","2016-08-30","2016-10-02",479
"tweet2r","2016-06-15","2016-10-02",792
"twiddler","2013-06-17","2016-10-02",8450
"twitteR","2015-07-29","2016-10-02",106172
"TwoCop","2012-10-29","2016-10-02",7757
"TwoPhaseInd","2016-03-17","2016-10-02",733
"twoStageGwasPower","2012-10-10","2016-10-02",7137
"twostageTE","2015-09-27","2016-10-02",2164
"TwoStepCLogit","2016-03-21","2016-10-02",1154
"txtplot","2012-10-10","2016-10-02",9563
"uaparserjs","2016-08-05","2016-10-02",114
"UBCRM","2015-02-20","2016-10-02",3762
"UBL","2016-07-13","2016-10-02",429
"ucbthesis","2014-05-23","2016-10-02",4739
"ucminf","2016-08-18","2016-10-02",10219
"UCR.ColumnNames","2016-09-20","2016-10-02",57
"udapi","2016-07-20","2016-10-02",259
"udunits2","2016-07-22","2016-10-02",759
"uHMM","2016-04-23","2016-10-02",561
"ukgasapi","2015-10-27","2016-10-02",1649
"Ultimixt","2015-12-18","2016-10-02",1298
"ump","2015-07-03","2016-10-02",2998
"umx","2016-08-18","2016-10-02",295
"unbalanced","2015-06-26","2016-10-02",6374
"unbalhaar","2012-11-01","2016-10-02",8574
"UncerIn2","2015-11-24","2016-10-02",1649
"UNCLES","2016-06-29","2016-10-02",415
"UNF","2016-08-02","2016-10-02",334
"unfoldr","2016-06-24","2016-10-02",524
"ungeneanno","2016-09-21","2016-10-02",66
"uniah","2016-01-05","2016-10-02",1253
"Unicode","2016-03-15","2016-10-02",2479
"uniCox","2012-10-10","2016-10-02",9248
"uniftest","2015-05-01","2016-10-02",2894
"uniqtag","2015-04-29","2016-10-02",3144
"uniqueAtomMat","2016-03-02","2016-10-02",942
"uniReg","2016-06-06","2016-10-02",623
"unitedR","2015-12-04","2016-10-02",1538
"units","2016-09-17","2016-10-02",146
"unittest","2015-02-13","2016-10-02",3693
"unmarked","2015-09-03","2016-10-02",25397
"untb","2013-12-12","2016-10-02",11391
"unvotes","2016-07-08","2016-10-02",403
"upclass","2014-09-03","2016-10-02",5549
"uplift","2014-03-17","2016-10-02",7197
"UPMASK","2014-09-17","2016-10-02",5017
"UpSetR","2016-09-03","2016-10-02",1201
"uptimeRobot","2015-10-22","2016-10-02",1645
"urca","2016-09-06","2016-10-02",9092
"urlshorteneR","2016-02-14","2016-10-02",1273
"urltools","2016-08-31","2016-10-02",4560
"uroot","2016-03-19","2016-10-02",875
"USAboundaries","2016-01-04","2016-10-02",2337
"UScancer","2014-08-10","2016-10-02",5432
"UScensus2000cdp","2012-10-31","2016-10-02",14036
"UScensus2000tract","2012-10-31","2016-10-02",14390
"UScensus2010","2012-10-06","2016-10-02",18918
"usdm","2015-08-01","2016-10-02",17787
"useful","2016-06-29","2016-10-02",7272
"userfriendlyscience","2016-03-17","2016-10-02",2476
"USGSstates2k","2016-08-09","2016-10-02",183
"UsingR","2015-08-06","2016-10-02",66436
"uskewFactors","2016-05-24","2016-10-02",649
"usl","2016-06-18","2016-10-02",591
"ustyc","2014-06-13","2016-10-02",5435
"utility","2014-10-15","2016-10-02",6858
"utiml","2016-04-08","2016-10-02",692
"uuid","2015-07-28","2016-10-02",46835
"UWHAM","2013-01-28","2016-10-02",7508
"uwIntroStats","2016-09-22","2016-10-02",387
"V8","2016-07-16","2016-10-02",10677
"vacem","2012-10-06","2016-10-02",7877
"vaersNDvax","2016-08-09","2016-10-02",227
"vaersvax","2016-08-09","2016-10-02",229
"validann","2016-07-21","2016-10-02",235
"validate","2016-06-24","2016-10-02",1214
"validateRS","2015-12-27","2016-10-02",1271
"valorate","2016-10-02","2016-10-02",2
"valottery","2015-09-02","2016-10-02",1955
"VAR.etp","2014-12-02","2016-10-02",7523
"varbvs","2016-05-28","2016-10-02",672
"varComp","2015-02-06","2016-10-02",5336
"vardiag","2015-07-08","2016-10-02",5155
"vardpoor","2016-09-13","2016-10-02",252
"VaRES","2013-08-29","2016-10-02",7696
"VarfromPDB","2016-08-21","2016-10-02",230
"varhandle","2016-06-19","2016-10-02",1505
"VariABEL","2016-07-13","2016-10-02",699
"variables","2016-02-19","2016-10-02",1287
"VariableScreening","2016-07-28","2016-10-02",236
"varian","2016-02-28","2016-10-02",1013
"VarianceGamma","2012-10-06","2016-10-02",22159
"vars","2013-07-22","2016-10-02",92725
"VARSEDIG","2016-08-07","2016-10-02",268
"VarSelLCM","2015-06-10","2016-10-02",2832
"varSelRF","2014-12-14","2016-10-02",13712
"VARsignR","2015-12-21","2016-10-02",2212
"VarSwapPrice","2012-10-10","2016-10-02",11751
"vbdm","2014-02-01","2016-10-02",5508
"VBLPCM","2015-12-18","2016-10-02",1798
"VBmix","2015-08-24","2016-09-29",862
"vbsr","2014-06-05","2016-10-02",4916
"VCA","2016-07-25","2016-10-02",457
"vcd","2016-09-17","2016-10-02",17699
"vcdExtra","2016-02-25","2016-10-02",13489
"vcfR","2016-07-26","2016-10-02",918
"vcrpart","2016-02-23","2016-10-02",2160
"VDA","2013-07-09","2016-10-02",8065
"VDAP","2016-05-23","2016-10-02",479
"vdg","2016-01-05","2016-10-02",1451
"Vdgraph","2014-12-13","2016-10-02",6287
"VdgRsm","2015-03-30","2016-10-02",3788
"vdmR","2016-02-27","2016-10-02",1167
"vec2dtransf","2014-10-04","2016-10-02",7737
"vecsets","2014-10-25","2016-10-02",4464
"VecStatGraphs2D","2016-04-26","2016-10-02",923
"VecStatGraphs3D","2014-10-07","2016-10-02",6084
"vegalite","2016-03-23","2016-10-02",937
"vegan","2016-09-07","2016-10-02",19966
"vegan3d","2016-06-15","2016-10-02",1674
"vegclust","2016-05-19","2016-10-02",901
"vegdata","2016-07-15","2016-10-02",606
"vegetarian","2012-11-01","2016-10-02",12007
"velox","2016-08-25","2016-10-02",143
"vembedr","2016-07-15","2016-10-02",356
"venn","2016-05-10","2016-10-02",2182
"VennDiagram","2016-04-18","2016-10-02",27142
"venneuler","2012-10-05","2016-10-02",173856
"verification","2015-07-15","2016-10-02",21544
"versions","2016-09-01","2016-10-02",453
"vertexenum","2015-07-17","2016-10-02",2295
"VertexSimilarity","2016-01-25","2016-10-02",1129
"vetools","2014-10-15","2016-10-02",4472
"VetResearchLMM","2016-06-24","2016-10-02",357
"VGAM","2016-05-27","2016-10-02",46379
"VGAMdata","2016-05-31","2016-10-02",4895
"VHDClassification","2013-12-18","2016-10-02",7521
"vhica","2016-04-05","2016-10-02",636
"VideoComparison","2015-07-25","2016-10-02",2651
"vietnamcode","2016-07-07","2016-10-02",298
"VIF","2012-11-01","2016-10-02",178565
"VIFCP","2016-08-31","2016-10-02",237
"VIGoR","2015-05-20","2016-10-02",2607
"VIM","2016-06-29","2016-10-02",18703
"VIMGUI","2014-01-02","2016-10-02",9664
"VineCopula","2016-09-26","2016-10-02",488
"vines","2016-07-28","2016-10-02",771
"violinmplot","2012-11-01","2016-10-02",9839
"vioplot","2012-10-06","2016-10-02",77026
"viopoints","2012-10-10","2016-10-02",7714
"vipor","2016-07-27","2016-10-02",888
"viridis","2016-03-12","2016-10-02",94629
"viridisLite","2016-03-12","2016-10-02",31220
"virtualspecies","2015-05-15","2016-10-02",3448
"virustotal","2016-06-03","2016-10-02",343
"ViSiElse","2016-08-25","2016-10-02",220
"visNetwork","2016-06-20","2016-10-02",30387
"visreg","2016-07-30","2016-10-02",3133
"visualFields","2016-01-16","2016-10-02",1502
"visualize","2013-08-03","2016-10-02",8233
"VisuClust","2016-02-17","2016-10-02",1068
"vita","2015-12-15","2016-10-02",1432
"vitality","2016-03-19","2016-10-02",1203
"VizOR","2013-11-15","2016-10-02",6666
"VLF","2013-11-20","2016-10-02",6177
"VLMC","2015-04-17","2016-10-02",4605
"vmsbase","2016-06-29","2016-10-02",576
"VNM","2016-02-11","2016-10-02",1323
"Voss","2012-10-06","2016-10-02",8101
"vottrans","2016-03-18","2016-10-02",702
"vowels","2014-11-15","2016-10-02",5699
"vows","2016-08-21","2016-10-02",238
"voxel","2016-08-27","2016-10-02",137
"VoxR","2014-01-30","2016-10-02",6445
"VPdtw","2015-07-08","2016-10-02",3015
"vqtl","2016-03-07","2016-10-02",837
"vrcp","2016-01-08","2016-10-02",1220
"vrmlgen","2013-12-09","2016-10-02",11483
"VRPM","2016-09-01","2016-10-02",135
"vrtest","2014-08-10","2016-10-02",10783
"vscc","2013-11-18","2016-10-02",6151
"VSE","2016-03-22","2016-10-02",763
"VSURF","2016-04-26","2016-10-02",2314
"VTrack","2015-07-04","2016-10-02",2787
"vtreat","2016-08-17","2016-10-02",601
"vudc","2016-02-21","2016-10-02",1060
"VWPre","2016-09-28","2016-10-02",31
"vwr","2013-08-20","2016-10-02",8570
"W2CWM2C","2015-08-05","2016-10-02",2710
"W3CMarkupValidator","2015-12-20","2016-10-02",2072
"WACS","2016-02-25","2016-10-02",856
"waffect","2012-10-06","2016-10-02",7796
"waffle","2016-09-18","2016-10-02",318
"wahc","2015-02-23","2016-10-02",5790
"wakefield","2016-06-16","2016-10-02",872
"walkr","2015-08-27","2016-10-02",2167
"walkscoreAPI","2012-11-01","2016-10-02",7559
"wand","2016-08-16","2016-10-02",209
"warbleR","2016-07-06","2016-10-02",645
"WARN","2016-06-26","2016-10-02",533
"wasim","2012-10-06","2016-10-02",10403
"water","2016-08-02","2016-10-02",333
"waterData","2014-11-19","2016-10-02",6506
"waterfall","2016-04-03","2016-10-02",1179
"waterfalls","2016-05-29","2016-10-02",523
"WaterML","2016-03-17","2016-10-02",1163
"Watersheds","2016-02-09","2016-10-02",1632
"Wats","2015-11-11","2016-10-02",2949
"waveband","2012-11-01","2016-10-02",8394
"waved","2012-11-08","2016-10-02",9372
"WaveletComp","2014-12-16","2016-10-02",5308
"wavelets","2013-12-18","2016-10-02",23811
"wavemulcor","2012-11-01","2016-10-02",8217
"WaverR","2016-02-12","2016-10-02",968
"waveslim","2015-01-10","2016-10-02",27320
"wavethresh","2013-10-21","2016-10-02",27322
"wBoot","2016-01-27","2016-10-02",1197
"wbs","2015-02-16","2016-10-02",3947
"wbstats","2016-04-22","2016-10-02",4796
"wbsts","2015-09-29","2016-10-02",3234
"wccsom","2015-09-15","2016-10-02",2431
"WCE","2015-01-14","2016-10-02",4020
"wCorr","2016-05-18","2016-10-02",750
"WCQ","2012-10-10","2016-10-02",7820
"WDI","2013-08-20","2016-10-02",49430
"weatherData","2014-06-24","2016-10-02",12932
"weathermetrics","2016-05-19","2016-10-02",842
"weatherr","2015-09-08","2016-10-02",2321
"webchem","2016-03-03","2016-10-02",1651
"webp","2015-12-31","2016-10-02",3682
"webreadr","2016-01-23","2016-10-02",1696
"webshot","2016-06-23","2016-10-02",13171
"webuse","2015-07-29","2016-10-02",2475
"webutils","2015-10-27","2016-10-02",2787
"webvis","2012-10-10","2016-10-02",7897
"wec","2015-08-29","2016-10-02",1976
"Weighted.Desc.Stat","2016-03-01","2016-10-02",883
"WeightedCluster","2014-01-19","2016-10-02",8835
"WeightedPortTest","2012-10-10","2016-10-02",11784
"weightedScores","2015-10-22","2016-10-02",1991
"weightr","2016-04-24","2016-10-02",828
"weights","2016-02-12","2016-10-02",10428
"weightTAPSPACK","2015-09-26","2016-10-02",1865
"weirs","2015-08-20","2016-10-02",2418
"wellknown","2015-10-22","2016-10-02",2228
"wesanderson","2015-01-22","2016-10-02",14166
"wfe","2014-08-11","2016-10-02",5768
"wfg","2016-02-25","2016-10-02",871
"wfindr","2016-07-03","2016-10-02",321
"wgaim","2016-06-30","2016-10-02",912
"WGCNA","2016-03-15","2016-10-02",17491
"wgsea","2013-09-25","2016-10-02",7216
"WhatIf","2014-01-08","2016-10-02",21414
"whisker","2013-04-28","2016-10-02",1060717
"WhiteStripe","2015-05-21","2016-10-02",3158
"WHO","2016-04-02","2016-10-02",1033
"whoami","2015-07-13","2016-10-02",6890
"whoapi","2016-09-13","2016-10-02",146
"WhopGenome","2016-07-07","2016-10-02",646
"widals","2014-03-03","2016-10-02",5905
"widenet","2013-07-31","2016-10-02",6695
"wikibooks","2012-11-01","2016-10-02",9296
"WikidataR","2016-06-13","2016-10-02",951
"WikipediaR","2016-02-05","2016-10-02",1384
"wikipediatrend","2016-03-20","2016-10-02",1778
"WikipediR","2016-06-10","2016-10-02",1219
"WikiSocio","2016-02-23","2016-10-02",1142
"WilcoxCV","2012-11-01","2016-10-02",10466
"wildlifeDI","2014-12-15","2016-10-02",5014
"wildpoker","2016-01-30","2016-10-02",1019
"windex","2014-10-16","2016-10-02",4535
"wingui","2015-10-13","2016-10-02",1789
"wiod","2015-07-29","2016-10-02",2100
"WiSEBoot","2016-04-03","2016-10-02",818
"withr","2016-06-20","2016-10-02",236353
"wkb","2016-03-24","2016-10-02",2052
"wle","2015-10-19","2016-10-02",6229
"WMCapacity","2015-07-12","2016-10-02",3443
"WMDB","2012-10-10","2016-10-02",7992
"wmlf","2015-02-23","2016-10-02",3199
"wmtsa","2016-06-09","2016-10-02",5219
"wnominate","2016-07-30","2016-10-02",544
"woe","2015-07-28","2016-10-02",5395
"word.alignment","2016-04-25","2016-10-02",581
"wordbankr","2016-06-14","2016-10-02",424
"wordcloud","2014-06-13","2016-10-02",450575
"wordcloud2","2016-07-25","2016-10-02",2822
"wordmatch","2013-07-23","2016-10-02",9095
"wordnet","2016-01-06","2016-10-02",5387
"WordPools","2012-12-16","2016-10-02",8029
"wordspace","2016-08-15","2016-10-02",236
"WPC","2016-07-30","2016-10-02",211
"wPerm","2015-11-04","2016-10-02",1535
"wpp2008","2014-01-17","2016-10-02",6045
"wpp2010","2013-05-10","2016-10-02",7644
"wpp2012","2014-08-22","2016-10-02",6716
"wpp2015","2016-06-03","2016-10-02",1085
"wppExplorer","2016-08-12","2016-10-02",342
"wqs","2015-10-05","2016-10-02",1661
"wrassp","2016-05-30","2016-10-02",844
"WrightMap","2016-03-23","2016-10-02",5595
"write.snns","2012-11-01","2016-10-02",8587
"WriteXLS","2015-12-07","2016-10-02",22842
"WRS2","2016-08-15","2016-10-02",1154
"wrspathrow","2014-02-13","2016-10-02",6653
"wrspathrowData","2014-02-13","2016-10-02",6282
"wrswoR","2016-03-03","2016-10-02",884
"wrswoR.benchmark","2016-02-12","2016-10-02",1160
"wru","2016-03-11","2016-10-02",910
"wskm","2015-07-08","2016-10-02",10544
"wsrf","2016-09-10","2016-10-02",255
"wSVM","2012-11-01","2016-10-02",8711
"wtcrsk","2015-12-07","2016-10-02",2055
"wtest","2016-08-05","2016-10-02",186
"WufooR","2016-03-08","2016-10-02",1188
"wux","2016-01-13","2016-10-02",1500
"WWGbook","2012-10-17","2016-10-02",10360
"x.ent","2015-03-04","2016-10-02",3685
"x12","2014-11-20","2016-10-02",11556
"x12GUI","2014-11-20","2016-10-02",8037
"x13binary","2016-03-14","2016-10-02",5721
"XBRL","2016-07-02","2016-10-02",1317
"xergm","2016-06-21","2016-10-02",3753
"xergm.common","2016-06-18","2016-10-02",3660
"xgboost","2016-07-13","2016-10-02",19221
"xgobi","2012-11-03","2016-10-02",7259
"XGR","2016-08-26","2016-10-02",221
"xhmmScripts","2014-06-15","2016-10-02",5291
"XHWE","2015-06-03","2016-10-02",2549
"XiMpLe","2015-11-24","2016-10-02",2185
"xkcd","2016-01-13","2016-10-02",4339
"xkcdcolors","2016-04-22","2016-10-02",678
"XLConnect","2016-06-24","2016-10-02",68857
"XLConnectJars","2016-06-24","2016-10-02",65870
"xlsx","2014-08-02","2016-10-02",871478
"xlsxjars","2014-08-22","2016-10-02",717230
"xlutils3","2016-09-01","2016-10-02",134
"xmeta","2016-06-11","2016-10-02",660
"Xmisc","2014-08-12","2016-10-02",5767
"XML","2016-03-01","2016-10-02",554724
"xml2","2016-06-24","2016-10-02",104359
"XML2R","2014-03-10","2016-10-02",19919
"xmlparsedata","2016-06-18","2016-10-02",942
"XMRF","2015-06-25","2016-10-02",2649
"XNomial","2015-12-24","2016-10-02",2927
"xoi","2015-10-19","2016-10-02",2034
"xpose4","2014-11-24","2016-10-02",8862
"XR","2016-08-28","2016-10-02",175
"XRJulia","2016-09-03","2016-10-02",140
